occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,primary_reference,authorizer,enterer,modifier
149244,occ,NA,,13174,NA,Sigmala sigmala,species,253698,,Sigmala sigmala,NA,species,253698,Rhaetian,,208.5,201.3,Fraser,1986,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,NA,NA,1,specimens,-2.428333,51.623055,,Cromhall Quarry Site 2,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,good,,condensed,,concentrated,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Sigmala,,,NA,sigmala,,N. C. Fraser. 1986. New Triassic sphenodontids from south-west England and a review of their classification. Palaeontology 29:165-186,E. Fara,E. Fara,R. Butler
149246,occ,NA,,13174,NA,Kuehneosaurus sp.,genus,37841,,Kuehneosaurus,NA,genus,37841,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 2,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,good,,condensed,,concentrated,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Kuehneosaurus,,,NA,sp.,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",E. Fara,E. Fara,R. Butler
149247,occ,27954,,13175,NA,Clevosaurus minor,species,335278,,Clevosaurus minor,NA,species,335278,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 3,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,good,,condensed,,concentrated,,common,,frequent,,,bones often broken and showing rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Clevosaurus,,,NA,minor,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",R. Butler,R. Butler,
149249,occ,19542,,13175,NA,Planocephalosaurus robinsonae,species,253695,,Planocephalosaurus robinsonae,NA,species,253695,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,,NA,Planocephalosaurus,37825,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 3,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,good,,condensed,,concentrated,,common,,frequent,,,bones often broken and showing rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Planocephalosaurus,,,NA,robinsonae,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",M. Carrano,M. Carrano,
149251,occ,19543,,13175,NA,Diphydontosaurus sp.,genus,64134,,Diphydontosaurus,NA,genus,64134,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,,NA,Diphydontosaurus,64134,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 3,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,good,,condensed,,concentrated,,common,,frequent,,,bones often broken and showing rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Diphydontosaurus,,,NA,sp.,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",M. Carrano,M. Carrano,
149253,occ,19545,,13175,NA,Sigmala sigmala,species,253698,,Sigmala sigmala,NA,species,253698,Rhaetian,,208.5,201.3,Fraser,1986,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,NA,NA,10,specimens,-2.428333,51.623055,,Cromhall Quarry Site 3,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,good,,condensed,,concentrated,,common,,frequent,,,bones often broken and showing rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Sigmala,,,NA,sigmala,,N. C. Fraser. 1986. New Triassic sphenodontids from south-west England and a review of their classification. Palaeontology 29:165-186,M. Carrano,M. Carrano,R. Butler
149254,occ,27956,,13176,NA,Planocephalosaurus robinsonae,species,253695,,Planocephalosaurus robinsonae,NA,species,253695,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,,NA,Planocephalosaurus,37825,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 4,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group.\r\n\r\nFraser & Walkden (1983) subdivided site 4 into several different levels (G, I, J K, L, M). However, because these levels were not used by subsequent workers (including Fraser) when discussing site 4, these levels are combined into a single collection here. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,condensed,,concentrated,preferred,common,medium,frequent,,,bones often broken and showing some rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Planocephalosaurus,,,NA,robinsonae,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",R. Butler,R. Butler,
149255,occ,27957,,13176,NA,Clevosaurus minor,species,335278,,Clevosaurus minor,NA,species,335278,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Clevosauridae,132133,Clevosaurus,68149,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 4,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group.\r\n\r\nFraser & Walkden (1983) subdivided site 4 into several different levels (G, I, J K, L, M). However, because these levels were not used by subsequent workers (including Fraser) when discussing site 4, these levels are combined into a single collection here. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,condensed,,concentrated,preferred,common,medium,frequent,,,bones often broken and showing some rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Clevosaurus,,,NA,minor,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",R. Butler,R. Butler,
149258,occ,27959,,13176,NA,Diphydontosaurus sp.,genus,64134,,Diphydontosaurus,NA,genus,64134,Rhaetian,,208.5,201.3,Fraser,1994,12289,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,,NA,Diphydontosaurus,64134,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 4,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group.\r\n\r\nFraser & Walkden (1983) subdivided site 4 into several different levels (G, I, J K, L, M). However, because these levels were not used by subsequent workers (including Fraser) when discussing site 4, these levels are combined into a single collection here. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,condensed,,concentrated,preferred,common,medium,frequent,,,bones often broken and showing some rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Diphydontosaurus,,,NA,sp.,,"N. C. Fraser. 1994. Assemblages of small tetrapods from British Late Triassic fissure deposits. In the Shadow of the Dinosaurs: Early Mesozoic Tetrapods, N. C. Fraser and H.-D. Sues (eds.), Cambridge University Press ",R. Butler,R. Butler,
149260,occ,27960,,13176,NA,Sigmala sigmala,species,253698,,Sigmala sigmala,NA,species,253698,Rhaetian,,208.5,201.3,Fraser,1986,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,NA,NA,11,specimens,-2.428333,51.623055,,Cromhall Quarry Site 4,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group.\r\n\r\nFraser & Walkden (1983) subdivided site 4 into several different levels (G, I, J K, L, M). However, because these levels were not used by subsequent workers (including Fraser) when discussing site 4, these levels are combined into a single collection here. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,condensed,,concentrated,preferred,common,medium,frequent,,,bones often broken and showing some rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Sigmala,,,NA,sigmala,,N. C. Fraser. 1986. New Triassic sphenodontids from south-west England and a review of their classification. Palaeontology 29:165-186,R. Butler,R. Butler,R. Butler
149261,occ,NA,,13176,NA,Kuehneosaurus sp.,genus,37841,,Kuehneosaurus,NA,genus,37841,Rhaetian,,208.5,201.3,Fraser and Walkden,1983,4380,Chordata,33815,Reptilia,36322,Eosuchia,37795,Kuehneosauridae,37838,Kuehneosaurus,37841,NA,NA,NA,NA,,-2.428333,51.623055,,Cromhall Quarry Site 4,NA,"Cromhall Quarry, Slickstones",UK,England,Gloucestershire,stated in text,seconds,small collection,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group.\r\n\r\nFraser & Walkden (1983) subdivided site 4 into several different levels (G, I, J K, L, M). However, because these levels were not used by subsequent workers (including Fraser) when discussing site 4, these levels are combined into a single collection here. ",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",,,,,,NA,,body,medium,,condensed,,concentrated,preferred,common,medium,frequent,,,bones often broken and showing some rounding and polishing,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Kuehneosaurus,,,NA,sp.,,"N. C. Fraser and G.M. Walkden. 1983. The ecology of a Late Triassic reptile assemblage from Gloucestershire, England. Palaeogeography, Palaeoclimatology, Palaeoecology 42:341-365",E. Fara,E. Fara,R. Butler
149262,occ,NA,,13177,NA,n. gen. Sigmala n. sp. sigmala,species,253698,,Sigmala sigmala,NA,species,253698,Rhaetian,,208.5,201.3,Fraser,1986,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,Sphenodontidae,37812,Sigmala,37829,NA,NA,NA,3,specimens,-2.428333,51.623055,"AUP 11083 (holotype), maxilla. AUP 11082, 11084",Cromhall Quarry general,NA,Slickstones,UK,England,Gloucestershire,stated in text,seconds,outcrop,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. \r\n\r\nThis is a collection for specimens from the Cromhall Quarry for which more specific locality data is not provided",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",none,none,,,,NA,,body,variable,,condensed,,#NAME?,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Sigmala,n. gen.,,NA,sigmala,n. sp.,N. C. Fraser. 1986. New Triassic sphenodontids from south-west England and a review of their classification. Palaeontology 29:165-186,E. Fara,E. Fara,R. Butler
149263,occ,NA,,13177,NA,n. gen. Pelecymala n. sp. robustus,species,253699,,Pelecymala robustus,NA,species,253699,Rhaetian,,208.5,201.3,Fraser,1986,44066,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,,NA,Pelecymala,37823,NA,NA,NA,3,specimens,-2.428333,51.623055,"AUP 11140 (holotype), maxilla. AUP 11214, 11215",Cromhall Quarry general,NA,Slickstones,UK,England,Gloucestershire,stated in text,seconds,outcrop,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. \r\n\r\nThis is a collection for specimens from the Cromhall Quarry for which more specific locality data is not provided",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",none,none,,,,NA,,body,variable,,condensed,,#NAME?,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Pelecymala,n. gen.,,NA,robustus,n. sp.,N. C. Fraser. 1986. New Triassic sphenodontids from south-west England and a review of their classification. Palaeontology 29:165-186,E. Fara,E. Fara,R. Butler
149264,occ,NA,,13177,NA,n. gen. Planocephalosaurus n. sp. robinsonae,species,253695,,Planocephalosaurus robinsonae,NA,species,253695,Rhaetian,,208.5,201.3,Fraser,1982,44063,Chordata,33815,Reptilia,36322,Rhynchocephalia,54194,,NA,Planocephalosaurus,37825,NA,NA,NA,NA,,-2.428333,51.623055,"AUP 11061, maxilla (holotype). In total 750 additional elements known from Cromwell Quarry, but probably from multiple sublocalities",Cromhall Quarry general,NA,Slickstones,UK,England,Gloucestershire,stated in text,seconds,outcrop,OS coordinates ST 704 916,gp_mid,8.97,34.38,315,UK,,,,,group of beds,,,,,,,NA,"Whiteside & Marshall (2008) argue for a Rhaetian age based upon the shared presence of Planocephalosaurus with deposits at Tytherington dated as Rhaetian on the basis of palynomorphs, and the presence of fish remains that are typical of the Rhaetian Penarth Group. \r\n\r\nThis is a collection for specimens from the Cromhall Quarry for which more specific locality data is not provided",red or green mudstones interbedded with thin limestones largely composed of recemented detrital crinoid debris,"""limestone""",,lithified,,Y,mudstone,"green,red or brown",,,Y,fissure fill,,,"macrofossils,mesofossils",none,none,,,,NA,,body,variable,,condensed,,#NAME?,,common,,frequent,,,,taxonomic,"bulk,chemical,mechanical,acetic,field collection",,,,,,,"Material in University of Aberdeen palaeontological collection\r\n\r\nBone material is extracted from well cemented sediments by placing them in acetic or formic acid baths (between 5 percent and 15 percent solution) and then thoroughly washing and sifting the residues. However, where the bone occurs in soft marls it must be removed manually using fine needles.",,terrestrial,NA,actively mobile,,NA,,,,,hydroxyapatite,,,NA,Planocephalosaurus,n. gen.,,NA,robinsonae,n. sp.,N. C. Fraser. 1982. A new rhynchocephalian from the British Upper Trias. Palaeontology 25(4):709-725,E. Fara,E. Fara,R. Butler
